[2023-04-03 11:34:15] INFO: CheckM v1.2.2
[2023-04-03 11:34:15] INFO: checkm qa -o 1 xanthomonas.ms genomes.checkm
[2023-04-03 11:34:15] INFO: CheckM data: /home/djs217/checkm/data
[2023-04-03 11:34:15] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-04-03 11:34:15] INFO: Calculating AAI between multi-copy marker genes.
[2023-04-03 11:34:16] INFO: Reading HMM info from file.
[2023-04-03 11:34:19] INFO: Parsing HMM hits to marker genes:
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                                                Marker lineage   # genomes   # markers   # marker sets    0     1      2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_021352995.1_ASM2135299v1_genomic                                 Xanthomonas (5)       16         1163          401         4    1147    11   1   0   0       99.89            1.63              42.86          
  GCA_020783675.1_ASM2078367v1_genomic                                 Xanthomonas (5)       16         1163          401         4    1155    3    1   0   0       99.89            0.58               0.00          
  GCA_013112235.1_ASM1311223v1_genomic                                 Xanthomonas (5)       16         1163          401         4    1156    3    0   0   0       99.89            0.11               0.00          
  GCA_002939865.1_ASM293986v1_genomic                                  Xanthomonas (5)       16         1163          401         4    1152    6    1   0   0       99.89            0.94              11.11          
  GCA_002846205.1_ASM284620v1_genomic                                  Xanthomonas (5)       16         1163          401         4    1151    8    0   0   0       99.89            0.58              12.50          
  GCA_001908725.1_ASM190872v1_genomic                                  Xanthomonas (5)       16         1163          401         4    1142    16   1   0   0       99.89            1.91               0.00          
  GCA_000772705.2_NCPPB2417v2_genomic                                  Xanthomonas (5)       16         1163          401         5    1149    9    0   0   0       99.87            0.75              11.11          
  GCA_020783725.1_ASM2078372v1_genomic                                 Xanthomonas (5)       16         1163          401         5    1039   115   3   1   0       99.87           12.92              80.77          
  GCA_020783765.1_ASM2078376v1_genomic                                 Xanthomonas (5)       16         1163          401         5    1149    8    1   0   0       99.85            1.08               0.00          
  GCA_021353095.1_ASM2135309v1_genomic                                 Xanthomonas (5)       16         1163          401         5    1154    3    1   0   0       99.84            0.66               0.00          
  GCA_020783815.1_ASM2078381v1_genomic                                 Xanthomonas (5)       16         1163          401         5    1153    5    0   0   0       99.84            1.12              20.00          
  GCA_001660815.1_Xnasturtii_v1.0_genomic                              Xanthomonas (5)       16         1163          401         6    1150    7    0   0   0       99.83            0.85               0.00          
  GCA_002939785.1_ASM293978v1_genomic                                  Xanthomonas (5)       16         1163          401         5    1153    5    0   0   0       99.81            0.81               0.00          
  GCA_012848175.1_ASM1284817v1_genomic                                 Xanthomonas (5)       16         1163          401         6    1148    8    1   0   0       99.79            1.15               0.00          
  GCA_000007145.1_ASM714v1_genomic                                     Xanthomonas (5)       16         1163          401         5    1158    0    0   0   0       99.77            0.00               0.00          
  GCA_900380235.1_PD_885_genomic                                       Xanthomonas (5)       16         1163          401         7    1154    2    0   0   0       99.76            0.50               0.00          
  GCA_000764855.1_NyagatareV1_genomic                                  Xanthomonas (5)       16         1163          401         6    1152    5    0   0   0       99.72            0.86              20.00          
  GCA_000454545.1_20120625_genomic                                     Xanthomonas (5)       16         1163          401         4    1153    6    0   0   0       99.69            0.70               0.00          
  GCA_020784175.1_ASM2078417v1_genomic                                 Xanthomonas (5)       16         1163          401         6    1152    5    0   0   0       99.64            0.89               0.00          
  GCA_004136375.1_ASM413637v1_genomic                                  Xanthomonas (5)       16         1163          401         6    1155    2    0   0   0       99.62            0.37               0.00          
  GCA_003064105.1_ASM306410v1_genomic                                  Xanthomonas (5)       16         1163          401         7    1123    31   2   0   0       99.60            3.36               2.70          
  GCA_905187425.1_Xanthomonas_sp._CPBF_424_-_hybrid_assembly_genomic   Xanthomonas (5)       16         1163          401         8    1152    3    0   0   0       99.53            0.17               0.00          
  GCA_900476395.1_CPBF_424_genomic                                     Xanthomonas (5)       16         1163          401         8    1152    3    0   0   0       99.53            0.17               0.00          
  GCA_002939755.1_XbrCFBP1976_genomic                                  Xanthomonas (5)       16         1163          401         8    1146    9    0   0   0       99.52            1.49              11.11          
  GCA_905142475.1_LMG_31884_genomic                                    Xanthomonas (5)       16         1163          401         6    1146    8    3   0   0       99.52            1.71               5.88          
  GCA_905367735.1_Xanthomonas_sp._CPBF_766_hybrid_assembly_2_genomic   Xanthomonas (5)       16         1163          401         7    1152    4    0   0   0       99.35            0.32               0.00          
  GCA_001642575.1_Xfloridensis_v1.0_genomic                            Xanthomonas (5)       16         1163          401         21   1137    5    0   0   0       99.35            0.34               0.00          
  GCA_014199515.1_ASM1419951v1_genomic                                 Xanthomonas (5)       16         1163          401         22   1139    2    0   0   0       99.22            0.27              50.00          
  GCA_014199075.1_ASM1419907v1_genomic                                 Xanthomonas (5)       16         1163          401         22   1139    2    0   0   0       99.22            0.27              50.00          
  GCA_014195835.1_ASM1419583v1_genomic                                 Xanthomonas (5)       16         1163          401         22   1135    6    0   0   0       99.22            0.67              16.67          
  GCA_001013475.1_ASM101347v1_genomic                                  Xanthomonas (5)       16         1163          401         11   1143    9    0   0   0       99.20            1.02               0.00          
  GCA_003363875.1_ASM336387v1_genomic                                  Xanthomonas (5)       16         1163          401         25   1131    6    1   0   0       99.20            0.87               0.00          
  GCA_002019225.1_ASM201922v1_genomic                                  Xanthomonas (5)       16         1163          401         10   1150    3    0   0   0       99.19            0.62               0.00          
  GCA_011761725.1_ASM1176172v1_genomic                                 Xanthomonas (5)       16         1163          401         24   1134    5    0   0   0       99.17            0.77              20.00          
  GCA_905367725.1_Xanthomonas_sp._CPBF_761_hybrid_assembly_2_genomic   Xanthomonas (5)       16         1163          401         22   1135    6    0   0   0       99.10            0.61               0.00          
  GCA_903989455.1_ASM90398945v1_genomic                                Xanthomonas (5)       16         1163          401         22   1139    2    0   0   0       99.10            0.07               0.00          
  GCA_014195785.1_ASM1419578v1_genomic                                 Xanthomonas (5)       16         1163          401         23   1136    4    0   0   0       99.10            0.57              25.00          
  GCA_003363885.1_ASM336388v1_genomic                                  Xanthomonas (5)       16         1163          401         23   1134    6    0   0   0       99.05            0.83               0.00          
  GCA_002939885.1_ASM293988v1_genomic                                  Xanthomonas (5)       16         1163          401         8    1151    2    1   1   0       99.02            1.28               9.09          
  GCA_020880755.1_ASM2088075v1_genomic                                 Xanthomonas (5)       16         1163          401         23   1138    2    0   0   0       98.97            0.17               0.00          
  GCA_020783795.1_ASM2078379v1_genomic                                 Xanthomonas (5)       16         1163          401         23   1138    2    0   0   0       98.97            0.37               0.00          
  GCA_020783655.1_ASM2078365v1_genomic                                 Xanthomonas (5)       16         1163          401         23   1135    4    1   0   0       98.97            0.70               0.00          
  GCA_000192065.2_ASM19206v1_genomic                                   Xanthomonas (5)       16         1163          401         13   1102    38   6   1   3       98.96            8.27              88.98          
  GCA_000802365.1_NCPPB2877_E1.0_genomic                               Xanthomonas (5)       16         1163          401         24   1129    9    1   0   0       98.95            1.40              16.67          
  GCA_020784125.1_ASM2078412v1_genomic                                 Xanthomonas (5)       16         1163          401         24   1138    1    0   0   0       98.85            0.25              100.00         
  GCA_002018575.1_ASM201857v1_genomic                                  Xanthomonas (5)       16         1163          401         14   1138    11   0   0   0       98.72            1.55               9.09          
  GCA_002940065.1_ASM294006v1_genomic                                  Xanthomonas (5)       16         1163          401         17   1138    8    0   0   0       98.44            0.88               0.00          
  GCA_009192945.1_ASM919294v1_genomic                                  Xanthomonas (5)       16         1163          401         36   1105    22   0   0   0       97.44            2.21               0.00          
  GCA_025666215.1_ASM2566621v1_genomic                                 Xanthomonas (5)       16         1163          401         40   1070    52   1   0   0       97.42            4.87               3.64          
  GCA_020783715.1_ASM2078371v1_genomic                                 Xanthomonas (5)       16         1163          401         41   1070    51   1   0   0       97.36            4.84               1.85          
  GCA_022669045.1_ASM2266904v1_genomic                                 Xanthomonas (5)       16         1163          401         39   1096    27   0   1   0       97.31            3.23               0.00          
  GCA_025666235.1_ASM2566623v1_genomic                                 Xanthomonas (5)       16         1163          401         40   1094    28   1   0   0       97.29            3.18               0.00          
  GCA_001043115.1_NCPPB1128_genomic                                    Xanthomonas (5)       16         1163          401         38   1090    34   1   0   0       97.29            3.73               0.00          
  GCA_020783755.1_ASM2078375v1_genomic                                 Xanthomonas (5)       16         1163          401         40   1081    41   1   0   0       97.25            4.24               0.00          
  GCA_002940085.1_ASM294008v1_genomic                                  Xanthomonas (5)       16         1163          401         40   1093    27   3   0   0       97.22            3.78               0.00          
  GCA_017163705.1_ASM1716370v1_genomic                                 Xanthomonas (5)       16         1163          401         40   1090    30   3   0   0       97.16            3.64               0.00          
  GCA_014836395.1_ASM1483639v1_genomic                                 Xanthomonas (5)       16         1163          401         40   1085    35   3   0   0       97.12            3.88               0.00          
  GCA_001401555.1_Xeu_LMG27970_genomic                                 Xanthomonas (5)       16         1163          401         32   1092    38   1   0   0       96.98            3.45              63.41          
  GCA_022749655.1_ASM2274965v1_genomic                                 Xanthomonas (5)       16         1163          401         44   1111    7    0   1   0       96.88            1.90              23.08          
  GCA_020880735.1_ASM2088073v1_genomic                                 Xanthomonas (5)       16         1163          401         33   1104    25   1   0   0       96.83            3.01               0.00          
  GCA_009769165.1_ASM976916v1_genomic                                  Xanthomonas (5)       16         1163          401         30   1101    29   3   0   0       96.50            3.55               0.00          
