[2023-04-03 11:35:57] INFO: CheckM v1.2.2
[2023-04-03 11:35:57] INFO: checkm qa -o 3 xanthomonas.ms genomes.checkm
[2023-04-03 11:35:57] INFO: CheckM data: /home/djs217/checkm/data
[2023-04-03 11:35:57] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-04-03 11:35:57] INFO: Calculating AAI between multi-copy marker genes.
[2023-04-03 11:35:57] INFO: Reading HMM info from file.
[2023-04-03 11:36:00] INFO: Parsing HMM hits to marker genes:
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                                               Node Id      Marker lineage     # genomes   # markers   # marker sets    0     1      2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_000007145.1_ASM714v1_genomic                                        5          Xanthomonas           16         1163          401         5    1158    0    0   0   0       99.77            0.00               0.00          
  GCA_000007145.1_ASM714v1_genomic                                        4        Xanthomonadaceae        58         540           311         0    540     0    0   0   0       100.00           0.00               0.00          
  GCA_000007145.1_ASM714v1_genomic                                        3        Xanthomonadales         63         499           264         0    499     0    0   0   0       100.00           0.00               0.00          
  GCA_000007145.1_ASM714v1_genomic                                        2      Gammaproteobacteria      1167        280           178         1    279     0    0   0   0       99.72            0.00               0.00          
  GCA_000007145.1_ASM714v1_genomic                                        1         Proteobacteria        2343        182           119         1    181     0    0   0   0       99.16            0.00               0.00          
  GCA_000007145.1_ASM714v1_genomic                                        0            Bacteria           5449        104            58         1    103     0    0   0   0       98.28            0.00               0.00          
  GCA_000192065.2_ASM19206v1_genomic                                      5          Xanthomonas           16         1163          401         13   1102    38   6   1   3       98.96            8.27              88.98          
  GCA_000192065.2_ASM19206v1_genomic                                      4        Xanthomonadaceae        58         540           311         2    518     16   4   0   0       99.68            4.51              88.98          
  GCA_000192065.2_ASM19206v1_genomic                                      3        Xanthomonadales         63         499           264         1    480     14   4   0   0       99.62            4.14              88.98          
  GCA_000192065.2_ASM19206v1_genomic                                      2      Gammaproteobacteria      1167        280           178         0    266     11   3   0   0       100.00           4.83              88.98          
  GCA_000192065.2_ASM19206v1_genomic                                      1         Proteobacteria        2343        182           119         0    175     4    3   0   0       100.00           7.56              88.98          
  GCA_000192065.2_ASM19206v1_genomic                                      0            Bacteria           5449        104            58         0    103     1    0   0   0       100.00           1.72              88.98          
  GCA_000454545.1_20120625_genomic                                        5          Xanthomonas           16         1163          401         4    1153    6    0   0   0       99.69            0.70               0.00          
  GCA_000454545.1_20120625_genomic                                        4        Xanthomonadaceae        58         540           311         1    535     4    0   0   0       99.68            0.82               0.00          
  GCA_000454545.1_20120625_genomic                                        3        Xanthomonadales         63         499           264         1    494     4    0   0   0       99.62            0.97               0.00          
  GCA_000454545.1_20120625_genomic                                        2      Gammaproteobacteria      1167        280           178         0    279     1    0   0   0       100.00           0.03               0.00          
  GCA_000454545.1_20120625_genomic                                        1         Proteobacteria        2343        182           119         0    181     1    0   0   0       100.00           0.12               0.00          
  GCA_000454545.1_20120625_genomic                                        0            Bacteria           5449        104            58         0    104     0    0   0   0       100.00           0.00               0.00          
  GCA_000764855.1_NyagatareV1_genomic                                     5          Xanthomonas           16         1163          401         6    1152    5    0   0   0       99.72            0.86              20.00          
  GCA_000764855.1_NyagatareV1_genomic                                     4        Xanthomonadaceae        58         540           311         0    538     2    0   0   0       100.00           0.20              20.00          
  GCA_000764855.1_NyagatareV1_genomic                                     3        Xanthomonadales         63         499           264         0    497     2    0   0   0       100.00           0.24              20.00          
  GCA_000764855.1_NyagatareV1_genomic                                     2      Gammaproteobacteria      1167        280           178         0    279     1    0   0   0       100.00           0.19              20.00          
  GCA_000764855.1_NyagatareV1_genomic                                     1         Proteobacteria        2343        182           119         0    182     0    0   0   0       100.00           0.00              20.00          
  GCA_000764855.1_NyagatareV1_genomic                                     0            Bacteria           5449        104            58         0    104     0    0   0   0       100.00           0.00              20.00          
  GCA_000772705.2_NCPPB2417v2_genomic                                     5          Xanthomonas           16         1163          401         5    1149    9    0   0   0       99.87            0.75              11.11          
  GCA_000772705.2_NCPPB2417v2_genomic                                     4        Xanthomonadaceae        58         540           311         0    539     1    0   0   0       100.00           0.08              11.11          
  GCA_000772705.2_NCPPB2417v2_genomic                                     3        Xanthomonadales         63         499           264         0    498     1    0   0   0       100.00           0.09              11.11          
  GCA_000772705.2_NCPPB2417v2_genomic                                     2      Gammaproteobacteria      1167        280           178         0    279     1    0   0   0       100.00           0.19              11.11          
  GCA_000772705.2_NCPPB2417v2_genomic                                     1         Proteobacteria        2343        182           119         0    182     0    0   0   0       100.00           0.00              11.11          
