[2023-04-03 11:35:06] INFO: CheckM v1.2.2
[2023-04-03 11:35:06] INFO: checkm qa -o 2 xanthomonas.ms genomes.checkm
[2023-04-03 11:35:06] INFO: CheckM data: /home/djs217/checkm/data
[2023-04-03 11:35:06] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-04-03 11:35:06] INFO: Calculating AAI between multi-copy marker genes.
[2023-04-03 11:35:06] INFO: Reading HMM info from file.
[2023-04-03 11:35:09] INFO: Parsing HMM hits to marker genes:
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                                                Marker lineage   # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes    0     1      2    3   4   5+  
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_021352995.1_ASM2135299v1_genomic                                 Xanthomonas (5)       16         1163          401           99.89            1.63              42.86               5407398               505              472          485           129044           124310                11456                      11148                    229381                 229381         63.40              6.51                 85.24                11                 4896          4    1147    11   1   0   0   
  GCA_020783675.1_ASM2078367v1_genomic                                 Xanthomonas (5)       16         1163          401           99.89            0.58               0.00               5236141                0                61           61           156676           156676                85838                      85838                    356847                 356847         64.40              4.39                 84.91                11                 4349          4    1155    3    1   0   0   
  GCA_013112235.1_ASM1311223v1_genomic                                 Xanthomonas (5)       16         1163          401           99.89            0.11               0.00               5034532                0                3            3           4914073          4914073               1678177                    1678177                  4914073                4914073         64.91              1.62                 85.97                11                 4225          4    1156    3    0   0   0   
  GCA_002939865.1_ASM293986v1_genomic                                  Xanthomonas (5)       16         1163          401           99.89            0.94              11.11               5314178                40              152          153           112759           112758                34961                      34732                    583700                 583700         64.28              4.85                 84.75                11                 4466          4    1152    6    1   0   0   
  GCA_002846205.1_ASM284620v1_genomic                                  Xanthomonas (5)       16         1163          401           99.89            0.58              12.50               5318553                6                95           95           767534           767533                55984                      55984                   1428588                1428588         63.97              7.87                 86.30                11                 4394          4    1151    8    0   0   0   
  GCA_001908725.1_ASM190872v1_genomic                                  Xanthomonas (5)       16         1163          401           99.89            1.91               0.00               5349905                0                3            3           5110163          5110163               1783301                    1783301                  5110163                5110163         64.06              3.15                 84.86                11                 4580          4    1142    16   1   0   0   
  GCA_000772705.2_NCPPB2417v2_genomic                                  Xanthomonas (5)       16         1163          401           99.87            0.75              11.11               4923717                0                96           96           125807           125807                51288                      51288                    295643                 295643         63.32              3.45                 84.91                11                 4373          5    1149    9    0   0   0   
  GCA_020783725.1_ASM2078372v1_genomic                                 Xanthomonas (5)       16         1163          401           99.87           12.92              80.77               5679099                0               430          430           33283            33283                 13207                      13207                    96415                  96415          63.94              3.16                 85.74                11                 5016          5    1039   115   3   1   0   
  GCA_020783765.1_ASM2078376v1_genomic                                 Xanthomonas (5)       16         1163          401           99.85            1.08               0.00               4939224                0                63           63           200732           200732                78400                      78400                    285978                 285978         65.64              6.85                 85.94                11                 4104          5    1149    8    1   0   0   
  GCA_021353095.1_ASM2135309v1_genomic                                 Xanthomonas (5)       16         1163          401           99.84            0.66               0.00               5236875               277               95           98           128949           119558                55125                      53434                    368135                 257944         63.76              4.94                 86.02                11                 4444          5    1154    3    1   0   0   
  GCA_020783815.1_ASM2078381v1_genomic                                 Xanthomonas (5)       16         1163          401           99.84            1.12              20.00               5098330                0                46           46           216580           216580                110833                     110833                   896454                 896454         65.40              3.77                 85.22                11                 4283          5    1153    5    0   0   0   
  GCA_001660815.1_Xnasturtii_v1.0_genomic                              Xanthomonas (5)       16         1163          401           99.83            0.85               0.00               4873681                2                89           89           101995           101995                54760                      54760                    193439                 193439         64.47              3.71                 85.37                11                 4179          6    1150    7    0   0   0   
  GCA_002939785.1_ASM293978v1_genomic                                  Xanthomonas (5)       16         1163          401           99.81            0.81               0.00               5043310                10              110          110           134676           134675                45848                      45848                    358197                 358197         66.03              4.74                 85.57                11                 4247          5    1153    5    0   0   0   
  GCA_012848175.1_ASM1284817v1_genomic                                 Xanthomonas (5)       16         1163          401           99.79            1.15               0.00               4955824                0                1            1           4955824          4955824               4955824                    4955824                  4955824                4955824         65.68              0.00                 86.27                11                 4078          6    1148    8    1   0   0   
  GCA_000007145.1_ASM714v1_genomic                                     Xanthomonas (5)       16         1163          401           99.77            0.00               0.00               5076188                16               1            1           5076188          5076172               5076188                    5076172                  5076188                5076172         65.07              0.00                 85.32                11                 4292          5    1158    0    0   0   0   
  GCA_900380235.1_PD_885_genomic                                       Xanthomonas (5)       16         1163          401           99.76            0.50               0.00               3967798               550              315          329           25808            25701                 12596                      12058                    77575                  77575          62.08              5.48                 84.48                11                 3734          7    1154    2    0   0   0   
  GCA_000764855.1_NyagatareV1_genomic                                  Xanthomonas (5)       16         1163          401           99.72            0.86              20.00               4885384               180               91          109           101745           101745                53685                      44818                    258471                 258076         65.68              2.47                 85.32                11                 4111          6    1152    5    0   0   0   
  GCA_000454545.1_20120625_genomic                                     Xanthomonas (5)       16         1163          401           99.69            0.70               0.00               5270756               7959              7            83          5197712           158379                752965                     63407                   5197712                 425007         65.23              3.68                 84.77                11                 4682          4    1153    6    0   0   0   
  GCA_020784175.1_ASM2078417v1_genomic                                 Xanthomonas (5)       16         1163          401           99.64            0.89               0.00               4933425                0               103          103           77760            77760                 47897                      47897                    228907                 228907         65.39              4.16                 85.84                11                 4219          6    1152    5    0   0   0   
  GCA_004136375.1_ASM413637v1_genomic                                  Xanthomonas (5)       16         1163          401           99.62            0.37               0.00               4990672                0                1            1           4990672          4990672               4990672                    4990672                  4990672                4990672         63.69              0.00                 85.44                11                 4762          6    1155    2    0   0   0   
  GCA_003064105.1_ASM306410v1_genomic                                  Xanthomonas (5)       16         1163          401           99.60            3.36               2.70               5523779               103              443          444           41610            41610                 12469                      12440                    152295                 152295         63.62              4.93                 85.54                11                 5066          7    1123    31   2   0   0   
  GCA_905187425.1_Xanthomonas_sp._CPBF_424_-_hybrid_assembly_genomic   Xanthomonas (5)       16         1163          401           99.53            0.17               0.00               4900930                0                1            1           4900930          4900930               4900930                    4900930                  4900930                4900930         65.88              0.00                 85.83                11                 4034          8    1152    3    0   0   0   
  GCA_900476395.1_CPBF_424_genomic                                     Xanthomonas (5)       16         1163          401           99.53            0.17               0.00               4896146                27               10           10          1029447          1029427                489614                     489611                  1600181                1600179         65.89              3.22                 85.91                11                 4040          8    1152    3    0   0   0   
  GCA_002939755.1_XbrCFBP1976_genomic                                  Xanthomonas (5)       16         1163          401           99.52            1.49              11.11               4911280                12              223          223           130879           130878                22023                      22023                    324536                 324535         64.01              6.34                 84.81                11                 4358          8    1146    9    0   0   0   
  GCA_905142475.1_LMG_31884_genomic                                    Xanthomonas (5)       16         1163          401           99.52            1.71               5.88               5578501                0                5            5           5359476          5359476               1115700                    1115700                  5359476                5359476         63.60              3.46                 85.53                11                 4712          6    1146    8    3   0   0   
  GCA_905367735.1_Xanthomonas_sp._CPBF_766_hybrid_assembly_2_genomic   Xanthomonas (5)       16         1163          401           99.35            0.32               0.00               4806525                0                1            1           4806525          4806525               4806525                    4806525                  4806525                4806525         66.08              0.00                 85.76                11                 3994          7    1152    4    0   0   0   
  GCA_001642575.1_Xfloridensis_v1.0_genomic                            Xanthomonas (5)       16         1163          401           99.35            0.34               0.00               5254357                0                58           58           150157           150157                90592                      90592                    342870                 342870         65.37              4.22                 84.62                11                 4423          21   1137    5    0   0   0   
